payment_type,actual_shipping_days,scheduled_shipping_days,benefit_per_order,sales_per_customer,delivery_status,late_delivery_risk,category_id,category_name,customer_city,customer_country,customer_id,customer_segment,customer_state,department_id,department_name,latitude,longitude,market,order_city,order_country,order_customer_id,order_id,order_item_discount,order_item_discount_rate,order_item_id,product_price,profit_ratio,quantity,sales,order_item_total,profit_per_order,order_region,order_state,order_status,product_id,product_category_id,product_name,product_list_price,product_status,shipping_mode,order_date,shipping_date,delay_days,is_late,profit_margin_pct,revenue_at_risk,order_year,order_month,order_quarter,order_month_name,order_yearmonth,order_dayofweek,order_week,has_discount,abc_class,supplier_proxy
PAYMENT,4,2,46.07,95.98,Late delivery,1,17,Cleats,Caguas,Puerto Rico,11169,Home Office,PR,4,Apparel,18.27,-66.37,USCA,Overland Park,Estados Unidos,11169,34773,24.0,0.200000003,86866,59.99000168,0.479999989,2,119.9800034,95.98000336,46.0699997,US Center,Kansas,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Second Class,2016-05-22,2016-05-26,2,1,38.4,119.9800034,2016,5,2,May,2016-05,Sunday,20,1,A,Apparel — Second Class
PAYMENT,2,2,-184.78,263.97,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,5197,Home Office,PR,3,Footwear,18.27,-66.37,Africa,Ugep,Nigeria,5197,44046,36.0,0.119999997,110025,99.98999786,-0.699999988,3,299.9700012,263.9700012,-184.7799988,West Africa,Cross River,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Second Class,2016-10-04,2016-10-06,0,0,-61.6,0.0,2016,10,4,Oct,2016-10,Tuesday,40,1,A,Footwear — Second Class
PAYMENT,5,2,38.75,113.97,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,1535,Home Office,PR,5,Golf,18.23,-66.37,Africa,Kinshasa,República Democrática Del Congo,1535,46414,6.0,0.050000001,116033,39.99000168,0.340000004,3,119.9700012,113.9700012,38.75,Central Africa,Kinshasa,PENDING_PAYMENT,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,Second Class,2016-11-08,2016-11-13,3,1,32.3,119.9700012,2016,11,4,Nov,2016-11,Tuesday,45,1,B,Golf — Second Class
PAYMENT,5,2,-3.65,63.99,Late delivery,1,41,Trade-In,Caguas,Puerto Rico,6122,Home Office,PR,6,Outdoors,18.26,-66.37,Africa,Dakar,Senegal,6122,46599,1.980000019,0.029999999,116462,21.98999977,-0.059999999,3,65.97000122,63.99000168,-3.650000095,West Africa,Dakar,PENDING_PAYMENT,917,41,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,0,Second Class,2016-11-11,2016-11-16,3,1,-5.53,65.97000122,2016,11,4,Nov,2016-11,Friday,45,1,C,Outdoors — Second Class
PAYMENT,5,2,38.23,79.66,Late delivery,1,37,Electronics,Caguas,Puerto Rico,9451,Home Office,PR,6,Outdoors,18.24,-66.37,Africa,Casablanca,Marruecos,9451,48434,16.30999947,0.170000002,121134,31.98999977,0.479999989,3,95.97000122,79.66000366,38.22999954,North Africa,Gran Casablanca,PENDING_PAYMENT,828,37,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,0,Second Class,2016-12-08,2016-12-13,3,1,39.84,95.97000122,2016,12,4,Dec,2016-12,Thursday,49,1,C,Outdoors — Second Class
PAYMENT,3,2,129.35,293.97,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,542,Home Office,PR,3,Footwear,18.36,-66.08,Europe,Dortmund,Alemania,542,12827,6.0,0.02,32072,99.98999786,0.439999998,3,299.9700012,293.9700012,129.3500061,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Second Class,2015-07-07,2015-07-10,1,1,43.12,299.9700012,2015,7,3,Jul,2015-07,Tuesday,28,1,A,Footwear — Second Class
PAYMENT,2,2,132.29,269.97,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,11329,Home Office,PR,3,Footwear,18.3,-66.37,Europe,Drancy,Francia,11329,63936,30.0,0.100000001,159828,99.98999786,0.49000001,3,299.9700012,269.9700012,132.2899933,Western Europe,Isla de Francia,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Second Class,2017-07-22,2017-07-24,0,0,44.1,0.0,2017,7,3,Jul,2017-07,Saturday,29,1,A,Footwear — Second Class
PAYMENT,6,2,76.04,224.98,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,3570,Home Office,PR,3,Footwear,18.29,-66.37,Europe,Nantes,Francia,3570,65030,74.98999786,0.25,162548,99.98999786,0.340000004,3,299.9700012,224.9799957,76.04000092,Western Europe,Países del Loira,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Second Class,2017-08-07,2017-08-13,4,1,25.35,299.9700012,2017,8,3,Aug,2017-08,Monday,32,1,A,Footwear — Second Class
PAYMENT,4,2,81.13,176.37,Late delivery,1,17,Cleats,Caguas,Puerto Rico,650,Home Office,PR,4,Apparel,18.23,-66.05,Europe,Groningen,Países Bajos,650,18108,3.599999905,0.02,45253,59.99000168,0.460000008,3,179.9700012,176.3699951,81.12999725,Western Europe,Groningen,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Second Class,2015-09-22,2015-09-26,2,1,45.08,179.9700012,2015,9,3,Sep,2015-09,Tuesday,39,1,A,Apparel — Second Class
PAYMENT,2,2,43.52,167.37,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,9353,Home Office,PR,4,Apparel,18.3,-66.37,Europe,Gateshead,Reino Unido,9353,62571,12.60000038,0.07,156394,59.99000168,0.25999999,3,179.9700012,167.3699951,43.52000046,Northern Europe,Inglaterra,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Second Class,2017-07-02,2017-07-04,0,0,24.18,0.0,2017,7,3,Jul,2017-07,Sunday,26,1,A,Apparel — Second Class
PAYMENT,3,2,68.78,163.77,Late delivery,1,17,Cleats,Caguas,Puerto Rico,54,Home Office,PR,4,Apparel,18.03,-66.62,Europe,Eastbourne,Reino Unido,54,17162,16.20000076,0.090000004,42919,59.99000168,0.419999987,3,179.9700012,163.7700043,68.77999878,Northern Europe,Inglaterra,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Second Class,2015-09-08,2015-09-11,1,1,38.22,179.9700012,2015,9,3,Sep,2015-09,Tuesday,37,1,A,Apparel — Second Class
PAYMENT,3,2,40.49,161.97,Late delivery,1,17,Cleats,Caguas,Puerto Rico,12151,Home Office,PR,4,Apparel,18.25,-66.37,Europe,Hayange,Francia,12151,65922,18.0,0.100000001,164735,59.99000168,0.25,3,179.9700012,161.9700012,40.49000168,Western Europe,Alsacia-Champaña-Ardenas-Lorena,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Second Class,2017-08-20,2017-08-23,1,1,22.5,179.9700012,2017,8,3,Aug,2017-08,Sunday,33,1,A,Apparel — Second Class
PAYMENT,2,2,20.93,139.5,Shipping on time,0,24,Women'S Apparel,Caguas,Puerto Rico,11329,Home Office,PR,5,Golf,18.3,-66.37,Europe,Drancy,Francia,11329,63936,10.5,0.07,159829,50.0,0.150000006,3,150.0,139.5,20.93000031,Western Europe,Isla de Francia,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Second Class,2017-07-22,2017-07-24,0,0,13.95,0.0,2017,7,3,Jul,2017-07,Saturday,29,1,A,Golf — Second Class
PAYMENT,4,2,12.2,107.97,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,10018,Home Office,PR,5,Golf,18.24,-66.37,Europe,Portsmouth,Reino Unido,10018,64813,12.0,0.100000001,162007,39.99000168,0.109999999,3,119.9700012,107.9700012,12.19999981,Northern Europe,Inglaterra,PENDING_PAYMENT,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,Second Class,2017-08-04,2017-08-08,2,1,10.17,119.9700012,2017,8,3,Aug,2017-08,Friday,31,1,B,Golf — Second Class
PAYMENT,3,2,12.71,112.5,Late delivery,1,24,Women'S Apparel,Caguas,Puerto Rico,3182,Home Office,PR,5,Golf,18.26,-66.37,Europe,Gelsenkirchen,Alemania,3182,67892,37.5,0.25,169747,50.0,0.109999999,3,150.0,112.5,12.71000004,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Second Class,2017-09-18,2017-09-21,1,1,8.47,150.0,2017,9,3,Sep,2017-09,Monday,38,1,A,Golf — Second Class
PAYMENT,6,2,7.76,55.41,Late delivery,1,41,Trade-In,Caguas,Puerto Rico,4936,Home Office,PR,6,Outdoors,18.21,-66.37,Europe,Nice,Francia,4936,12525,10.56000042,0.159999996,31344,21.98999977,0.140000001,3,65.97000122,55.40999985,7.760000229,Western Europe,Provenza-Alpes-Costa Azul,PENDING_PAYMENT,917,41,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,0,Second Class,2015-07-02,2015-07-08,4,1,11.76,65.97000122,2015,7,3,Jul,2015-07,Thursday,27,1,C,Outdoors — Second Class
PAYMENT,6,2,101.39,299.97,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,8707,Home Office,PR,3,Footwear,18.23,-66.37,LATAM,Petapa,Guatemala,8707,5895,0.0,0.0,14664,99.98999786,0.340000004,3,299.9700012,299.9700012,101.3899994,Central America,Guatemala,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,Second Class,2015-03-28,2015-04-03,4,1,33.8,299.9700012,2015,3,1,Mar,2015-03,Saturday,13,0,A,Footwear — Second Class
PAYMENT,5,2,-285.07,178.17,Late delivery,1,17,Cleats,Caguas,Puerto Rico,1025,Home Office,PR,4,Apparel,18.3,-66.05,LATAM,Mejicanos,El Salvador,1025,56359,1.799999952,0.01,140970,59.99000168,-1.600000024,3,179.9700012,178.1699982,-285.0700073,Central America,San Salvador,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Second Class,2017-04-02,2017-04-07,3,1,-158.4,179.9700012,2017,4,2,Apr,2017-04,Sunday,13,1,A,Apparel — Second Class
PAYMENT,4,2,42.74,170.97,Late delivery,1,17,Cleats,Caguas,Puerto Rico,8831,Home Office,PR,4,Apparel,18.29,-66.37,LATAM,David,Panamá,8831,58613,9.0,0.050000001,146701,59.99000168,0.25,3,179.9700012,170.9700012,42.74000168,Central America,Chiriquí,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Second Class,2017-05-05,2017-05-09,2,1,23.75,179.9700012,2017,5,2,May,2017-05,Friday,18,1,A,Apparel — Second Class
PAYMENT,5,2,49.32,170.07,Late delivery,1,17,Cleats,Caguas,Puerto Rico,10679,Home Office,PR,4,Apparel,18.29,-66.37,LATAM,Santo Domingo,República Dominicana,10679,7824,9.899999619,0.059999999,19564,59.99000168,0.289999992,3,179.9700012,170.0700073,49.3199997,Caribbean,Santo Domingo,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Second Class,2015-04-25,2015-04-30,3,1,27.4,179.9700012,2015,4,2,Apr,2015-04,Saturday,17,1,A,Apparel — Second Class
PAYMENT,5,2,80.34,167.37,Late delivery,1,17,Cleats,Caguas,Puerto Rico,5007,Home Office,PR,4,Apparel,18.25,-66.37,LATAM,Cabimas,Venezuela,5007,7814,12.60000038,0.07,19544,59.99000168,0.479999989,3,179.9700012,167.3699951,80.33999634,South America,Zulia,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Second Class,2015-04-25,2015-04-30,3,1,44.64,179.9700012,2015,4,2,Apr,2015-04,Saturday,17,1,A,Apparel — Second Class
PAYMENT,5,2,-26.69,163.77,Late delivery,1,17,Cleats,Caguas,Puerto Rico,5007,Home Office,PR,4,Apparel,18.25,-66.37,LATAM,Cabimas,Venezuela,5007,7814,16.20000076,0.090000004,19542,59.99000168,-0.159999996,3,179.9700012,163.7700043,-26.69000053,South America,Zulia,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Second Class,2015-04-25,2015-04-30,3,1,-14.83,179.9700012,2015,4,2,Apr,2015-04,Saturday,17,1,A,Apparel — Second Class
PAYMENT,3,2,-117.33,152.97,Late delivery,1,17,Cleats,Caguas,Puerto Rico,9854,Home Office,PR,4,Apparel,18.26,-66.37,LATAM,Santo Domingo,República Dominicana,9854,60807,27.0,0.150000006,152161,59.99000168,-0.769999981,3,179.9700012,152.9700012,-117.3300018,Caribbean,Santo Domingo,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Second Class,2017-06-06,2017-06-09,1,1,-65.19,179.9700012,2017,6,2,Jun,2017-06,Tuesday,23,1,A,Apparel — Second Class
PAYMENT,4,2,47.88,152.97,Late delivery,1,17,Cleats,Caguas,Puerto Rico,376,Home Office,PR,4,Apparel,18.25,-66.03,LATAM,Dos Quebradas,Colombia,376,53413,27.0,0.150000006,133456,59.99000168,0.310000002,3,179.9700012,152.9700012,47.88000107,South America,Risaralda,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Second Class,2017-02-18,2017-02-22,2,1,26.6,179.9700012,2017,2,1,Feb,2017-02,Saturday,7,1,A,Apparel — Second Class
PAYMENT,4,2,72.0,150.0,Late delivery,1,24,Women'S Apparel,Caguas,Puerto Rico,5417,Home Office,PR,5,Golf,18.28,-66.37,LATAM,Ilopango,El Salvador,5417,7888,0.0,0.0,19707,50.0,0.479999989,3,150.0,150.0,72.0,Central America,San Salvador,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Second Class,2015-04-26,2015-04-30,2,1,48.0,150.0,2015,4,2,Apr,2015-04,Sunday,17,0,A,Golf — Second Class
PAYMENT,4,2,29.94,115.17,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,10759,Home Office,PR,5,Golf,18.3,-66.37,LATAM,Tegucigalpa,Honduras,10759,6783,4.800000191,0.039999999,16956,39.99000168,0.25999999,3,119.9700012,115.1699982,29.94000053,Central America,Francisco Morazán,PENDING_PAYMENT,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,Second Class,2015-04-10,2015-04-14,2,1,24.96,119.9700012,2015,4,2,Apr,2015-04,Friday,15,1,B,Golf — Second Class
PAYMENT,4,2,23.47,144.0,Late delivery,1,24,Women'S Apparel,Caguas,Puerto Rico,8541,Home Office,PR,5,Golf,18.3,-66.37,LATAM,Juazeiro,Brasil,8541,56973,6.0,0.039999999,142502,50.0,0.159999996,3,150.0,144.0,23.46999931,South America,Bahía,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Second Class,2017-04-11,2017-04-15,2,1,15.65,150.0,2017,4,2,Apr,2017-04,Tuesday,15,1,A,Golf — Second Class
PAYMENT,5,2,68.4,142.5,Late delivery,1,24,Women'S Apparel,Caguas,Puerto Rico,10679,Home Office,PR,5,Golf,18.29,-66.37,LATAM,Santo Domingo,República Dominicana,10679,7824,7.5,0.050000001,19563,50.0,0.479999989,3,150.0,142.5,68.40000153,Caribbean,Santo Domingo,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Second Class,2015-04-25,2015-04-30,3,1,45.6,150.0,2015,4,2,Apr,2015-04,Saturday,17,1,A,Golf — Second Class
PAYMENT,6,2,43.66,139.5,Late delivery,1,24,Women'S Apparel,Caguas,Puerto Rico,3752,Home Office,PR,5,Golf,18.21,-66.37,LATAM,Mexico City,México,3752,55155,10.5,0.07,137932,50.0,0.310000002,3,150.0,139.5,43.65999985,Central America,Distrito Federal,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Second Class,2017-03-16,2017-03-22,4,1,29.11,150.0,2017,3,1,Mar,2017-03,Thursday,11,1,A,Golf — Second Class
PAYMENT,2,2,13.2,132.0,Shipping on time,0,24,Women'S Apparel,Caguas,Puerto Rico,4673,Home Office,PR,5,Golf,18.2,-66.37,LATAM,Tlaquepaque,México,4673,5991,18.0,0.119999997,14921,50.0,0.100000001,3,150.0,132.0,13.19999981,Central America,Jalisco,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Second Class,2015-03-29,2015-03-31,0,0,8.8,0.0,2015,3,1,Mar,2015-03,Sunday,13,1,A,Golf — Second Class
PAYMENT,4,2,46.2,132.0,Late delivery,1,24,Women'S Apparel,Caguas,Puerto Rico,5367,Home Office,PR,5,Golf,18.21,-66.37,LATAM,Puebla,México,5367,2263,18.0,0.119999997,5671,50.0,0.349999994,3,150.0,132.0,46.20000076,Central America,Puebla,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Second Class,2015-02-03,2015-02-07,2,1,30.8,150.0,2015,2,1,Feb,2015-02,Tuesday,6,1,A,Golf — Second Class
PAYMENT,4,2,10.44,130.5,Late delivery,1,24,Women'S Apparel,Caguas,Puerto Rico,5367,Home Office,PR,5,Golf,18.21,-66.37,LATAM,Puebla,México,5367,2263,19.5,0.129999995,5669,50.0,0.079999998,3,150.0,130.5,10.43999958,Central America,Puebla,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Second Class,2015-02-03,2015-02-07,2,1,6.96,150.0,2015,2,1,Feb,2015-02,Tuesday,6,1,A,Golf — Second Class
PAYMENT,4,2,15.56,124.5,Late delivery,1,24,Women'S Apparel,Caguas,Puerto Rico,10485,Home Office,PR,5,Golf,18.28,-66.37,LATAM,Mexico City,México,10485,53403,25.5,0.170000002,133427,50.0,0.129999995,3,150.0,124.5,15.56000042,Central America,Distrito Federal,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Second Class,2017-02-18,2017-02-22,2,1,10.37,150.0,2017,2,1,Feb,2017-02,Saturday,7,1,A,Golf — Second Class
PAYMENT,4,2,32.86,99.58,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,9272,Home Office,PR,5,Golf,18.21,-66.37,LATAM,Sao Paulo,Brasil,9272,51298,20.38999939,0.170000002,128201,39.99000168,0.330000013,3,119.9700012,99.58000183,32.86000061,South America,São Paulo,PENDING_PAYMENT,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,Second Class,2017-01-18,2017-01-22,2,1,27.39,119.9700012,2017,1,1,Jan,2017-01,Wednesday,3,1,B,Golf — Second Class
TRANSFER,5,4,9.6,240.0,Late delivery,1,24,Women'S Apparel,Caguas,Puerto Rico,647,Consumer,PR,5,Golf,18.36,-66.08,LATAM,Montevideo,Uruguay,647,4919,10.0,0.039999999,12307,50.0,0.039999999,5,250.0,240.0,9.600000381,South America,Montevideo,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Standard Class,2015-03-13,2015-03-18,1,1,3.84,250.0,2015,3,1,Mar,2015-03,Friday,11,1,A,Golf — Standard Class
TRANSFER,6,4,55.09,189.95,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,6398,Consumer,PR,5,Golf,18.26,-66.37,LATAM,Buenos Aires,Argentina,6398,52640,10.0,0.050000001,131580,39.99000168,0.289999992,5,199.9499969,189.9499969,55.09000015,South America,Buenos Aires,PENDING,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,Standard Class,2017-02-07,2017-02-13,2,1,27.55,199.9499969,2017,2,1,Feb,2017-02,Tuesday,6,1,B,Golf — Standard Class
TRANSFER,4,4,68.59,188.95,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,4209,Consumer,PR,5,Golf,18.2,-66.37,LATAM,Sao Paulo,Brasil,4209,6358,11.0,0.059999999,15921,39.99000168,0.360000014,5,199.9499969,188.9499969,68.58999634,South America,São Paulo,PENDING,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,Standard Class,2015-04-03,2015-04-07,0,0,34.3,0.0,2015,4,2,Apr,2015-04,Friday,14,1,B,Golf — Standard Class
TRANSFER,2,4,51.98,236.25,Advance shipping,0,24,Women'S Apparel,Caguas,Puerto Rico,8917,Consumer,PR,5,Golf,18.22,-66.37,LATAM,Barueri,Brasil,8917,57106,13.75,0.059999999,142841,50.0,0.219999999,5,250.0,236.25,51.97999954,South America,São Paulo,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Standard Class,2017-04-13,2017-04-15,-2,0,20.79,0.0,2017,4,2,Apr,2017-04,Thursday,15,1,A,Golf — Standard Class
TRANSFER,6,4,-23.63,236.25,Late delivery,1,24,Women'S Apparel,Caguas,Puerto Rico,7784,Consumer,PR,5,Golf,18.25,-66.37,LATAM,Arapongas,Brasil,7784,6245,13.75,0.059999999,15634,50.0,-0.100000001,5,250.0,236.25,-23.62999916,South America,Paraná,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Standard Class,2015-04-02,2015-04-08,2,1,-9.45,250.0,2015,4,2,Apr,2015-04,Thursday,14,1,A,Golf — Standard Class
TRANSFER,2,4,66.89,136.5,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,1425,Consumer,PR,5,Golf,18.27,-66.37,LATAM,Camaguey,Cuba,1425,52166,13.5,0.090000004,130341,30.0,0.49000001,5,150.0,136.5,66.88999939,Caribbean,Camagüey,PENDING,642,29,Columbia Men's PFG Anchor Tough T-Shirt,30.0,0,Standard Class,2017-01-31,2017-02-02,-2,0,44.59,0.0,2017,1,1,Jan,2017-01,Tuesday,5,1,C,Golf — Standard Class
TRANSFER,3,4,11.46,181.95,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,2737,Consumer,PR,5,Golf,18.29,-66.37,LATAM,Las Tunas,Cuba,2737,56172,18.0,0.090000004,140494,39.99000168,0.059999999,5,199.9499969,181.9499969,11.46000004,Caribbean,Las Tunas,PENDING,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,Standard Class,2017-03-30,2017-04-02,-1,0,5.73,0.0,2017,3,1,Mar,2017-03,Thursday,13,1,B,Golf — Standard Class
TRANSFER,5,4,22.5,225.0,Late delivery,1,24,Women'S Apparel,Caguas,Puerto Rico,6428,Consumer,PR,5,Golf,18.25,-66.37,LATAM,Santo Domingo,República Dominicana,6428,55829,25.0,0.100000001,139611,50.0,0.100000001,5,250.0,225.0,22.5,Caribbean,Santo Domingo,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Standard Class,2017-03-25,2017-03-30,1,1,9.0,250.0,2017,3,1,Mar,2017-03,Saturday,12,1,A,Golf — Standard Class
TRANSFER,4,4,67.5,225.0,Shipping on time,0,24,Women'S Apparel,Caguas,Puerto Rico,6543,Consumer,PR,5,Golf,18.28,-66.37,LATAM,Tepic,México,6543,52478,25.0,0.100000001,131161,50.0,0.300000012,5,250.0,225.0,67.5,Central America,Nayarit,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Standard Class,2017-02-05,2017-02-09,0,0,27.0,0.0,2017,2,1,Feb,2017-02,Sunday,5,1,A,Golf — Standard Class
TRANSFER,3,4,78.28,173.96,Advance shipping,0,29,Shop By Sport,Guayama,Puerto Rico,3990,Consumer,PR,5,Golf,17.98,-66.11,LATAM,San Miguelito,Panamá,3990,57242,25.98999977,0.129999995,143183,39.99000168,0.449999988,5,199.9499969,173.9600067,78.27999878,Central America,Panamá,PENDING,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,Standard Class,2017-04-15,2017-04-18,-1,0,39.15,0.0,2017,4,2,Apr,2017-04,Saturday,15,1,B,Golf — Standard Class
TRANSFER,3,4,104.4,217.5,Advance shipping,0,24,Women'S Apparel,Caguas,Puerto Rico,8524,Consumer,PR,5,Golf,18.24,-66.37,LATAM,Ixtapaluca,México,8524,3137,32.5,0.129999995,7805,50.0,0.479999989,5,250.0,217.5,104.4000015,Central America,México,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Standard Class,2015-02-15,2015-02-18,-1,0,41.76,0.0,2015,2,1,Feb,2015-02,Sunday,7,1,A,Golf — Standard Class
TRANSFER,3,4,47.85,217.5,Advance shipping,0,24,Women'S Apparel,Caguas,Puerto Rico,9204,Consumer,PR,5,Golf,18.28,-66.37,LATAM,Maceio,Brasil,9204,60127,32.5,0.129999995,150464,50.0,0.219999999,5,250.0,217.5,47.84999847,South America,Alagoas,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Standard Class,2017-05-27,2017-05-30,-1,0,19.14,0.0,2017,5,2,May,2017-05,Saturday,21,1,A,Golf — Standard Class
TRANSFER,4,4,44.19,169.96,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,11761,Consumer,PR,5,Golf,18.28,-66.37,LATAM,David,Panamá,11761,3828,29.98999977,0.150000006,9521,39.99000168,0.25999999,5,199.9499969,169.9600067,44.18999863,Central America,Chiriquí,PENDING,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,Standard Class,2015-02-25,2015-03-01,0,0,22.1,0.0,2015,2,1,Feb,2015-02,Wednesday,9,1,B,Golf — Standard Class
TRANSFER,2,4,8.5,212.5,Advance shipping,0,24,Women'S Apparel,Caguas,Puerto Rico,9554,Consumer,PR,5,Golf,18.22,-66.37,LATAM,Belo Horizonte,Brasil,9554,60386,37.5,0.150000006,151122,50.0,0.039999999,5,250.0,212.5,8.5,South America,Minas Gerais,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Standard Class,2017-05-31,2017-06-02,-2,0,3.4,0.0,2017,5,2,May,2017-05,Wednesday,22,1,A,Golf — Standard Class
TRANSFER,4,4,83.98,167.96,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,5118,Consumer,PR,5,Golf,18.25,-66.37,LATAM,Santiago De Cuba,Cuba,5118,973,31.98999977,0.159999996,2420,39.99000168,0.5,5,199.9499969,167.9600067,83.98000336,Caribbean,Santiago de Cuba,PENDING,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,Standard Class,2015-01-15,2015-01-19,0,0,42.0,0.0,2015,1,1,Jan,2015-01,Thursday,3,1,B,Golf — Standard Class
TRANSFER,5,4,70.14,207.5,Late delivery,1,24,Women'S Apparel,Caguas,Puerto Rico,5506,Consumer,PR,5,Golf,18.23,-66.37,LATAM,San Pedro Sula,Honduras,5506,57999,42.5,0.170000002,145119,50.0,0.340000004,5,250.0,207.5,70.13999939,Central America,Cortés,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Standard Class,2017-04-26,2017-05-01,1,1,28.06,250.0,2017,4,2,Apr,2017-04,Wednesday,17,1,A,Golf — Standard Class
TRANSFER,6,4,72.63,207.5,Late delivery,1,24,Women'S Apparel,Caguas,Puerto Rico,1423,Consumer,PR,5,Golf,18.23,-66.37,LATAM,Lima,Perú,1423,54585,42.5,0.170000002,136527,50.0,0.349999994,5,250.0,207.5,72.62999725,South America,Lima (ciudad),PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Standard Class,2017-03-07,2017-03-13,2,1,29.05,250.0,2017,3,1,Mar,2017-03,Tuesday,10,1,A,Golf — Standard Class
